id;url;latitude;longitude;condition;price;area_sqm;floor;total_floors;rooms
1740265;https://www.kv.ee/1740265;58.3738525;26.7746494;San. remont tehtud;450.0;66.3;3.0;9.0;3.0
1923599;https://www.kv.ee/1923599;58.375969029072;26.681106617059;Renoveeritud;320.0;28.0;3.0;5.0;1.0
2170154;https://www.kv.ee/2170154;58.3786155;26.7242132;Heas korras;590.0;48.5;3.0;5.0;2.0
2285140;https://www.kv.ee/2285140;58.3668813;26.728314;Renoveeritud;295.0;26.0;1.0;2.0;1.0
2390856;https://www.kv.ee/2390856;58.368313;26.7303868;Renoveeritud;345.0;25.1;2.0;2.0;1.0
2605043;https://www.kv.ee/2605043;58.3710629;26.7009971;Heas korras;380.0;30.0;3.0;3.0;2.0
2749072;https://www.kv.ee/2749072;58.3703397;26.7144742;Uus;345.0;18.0;;;1.0
2765554;https://www.kv.ee/2765554;58.3751476;26.7241134;Renoveeritud;385.0;38.6;4.0;4.0;1.0
2784661;https://www.kv.ee/2784661;58.375135;26.713795;Renoveeritud;540.0;51.3;2.0;4.0;2.0
2817551;https://www.kv.ee/2817551;58.3784114;26.7484141;Renoveeritud;475.0;46.0;1.0;5.0;2.0
2868731;https://www.kv.ee/2868731;58.3701715;26.7316259;Heas korras;510.0;46.9;2.0;3.0;2.0
2899587;https://www.kv.ee/2899587;58.3748993;26.6934945;Renoveeritud;420.0;46.0;1.0;5.0;2.0
2942520;https://www.kv.ee/2942520;58.3750481;26.7220871;Heas korras;450.0;47.0;2.0;4.0;2.0
2949540;https://www.kv.ee/2949540;58.3750817;26.7331079;Renoveeritud;390.0;33.0;3.0;5.0;1.0
2954177;https://www.kv.ee/2954177;58.3559404;26.7230727;Heas korras;300.0;39.3;1.0;4.0;2.0
3000705;https://www.kv.ee/3000705;58.3854742;26.7016383;Heas korras;590.0;70.0;3.0;3.0;2.0
3010222;https://www.kv.ee/3010222;58.3824822;26.7370519999999;Renoveeritud;690.0;75.9;4.0;5.0;4.0
3046003;https://www.kv.ee/3046003;58.3779029;26.7039248999999;Heas korras;750.0;67.1;3.0;4.0;3.0
3059255;https://www.kv.ee/3059255;58.3528411;26.6853022;Heas korras;300.0;27.0;5.0;5.0;1.0
3067227;https://www.kv.ee/3067227;58.3763681;26.754761;Keskmine;300.0;46.0;9.0;9.0;2.0
3070016;https://www.kv.ee/3070016;58.3876811;26.7330411;Renoveeritud;325.0;33.5;2.0;2.0;1.0
3098338;https://www.kv.ee/3098338;58.3638842;26.7213563;Renoveeritud;400.0;34.6;1.0;2.0;2.0
3112918;https://www.kv.ee/3112918;58.3867668;26.7128097;Heas korras;400.0;31.0;1.0;1.0;2.0
3155568;https://www.kv.ee/3155568;58.3759586;26.7277951;Uus;900.0;68.5;5.0;7.0;2.0
3163262;https://www.kv.ee/3163262;58.3817297;26.7311492;Uus;440.0;17.2;;;1.0
3164165;https://www.kv.ee/3164165;58.3832781;26.7204157;Heas korras;200.0;11.0;2.0;3.0;1.0
3169475;https://www.kv.ee/3169475;58.3783901;26.7237841;Renoveeritud;185.0;15.0;4.0;5.0;1.0
3172684;https://www.kv.ee/3172684;58.3795562;26.7436001;Renoveeritud;630.0;61.8;5.0;5.0;3.0
3184339;https://www.kv.ee/3184339;58.3708022;26.7153066;Uus;300.0;10.0;3.0;3.0;1.0
3198075;https://www.kv.ee/3198075;58.3720547;26.718725;Heas korras;670.0;47.9;2.0;8.0;2.0
3200838;https://www.kv.ee/3200838;58.4037698;26.7054629;Heas korras;500.0;46.0;1.0;1.0;2.0
3203637;https://www.kv.ee/3203637;58.3744817;26.751825;Renoveeritud;600.0;54.9;5.0;5.0;3.0
3217114;https://www.kv.ee/3217114;58.3740214;26.6900588;Uus;250.0;13.4;1.0;2.0;1.0
3231533;https://www.kv.ee/3231533;58.3935168;26.721821;Renoveeritud;235.0;20.0;4.0;5.0;1.0
3252537;https://www.kv.ee/3252537;58.3746674;26.7233433;Heas korras;690.0;63.8;3.0;4.0;3.0
3254500;https://www.kv.ee/3254500;58.3703572;26.7145487;Heas korras;250.0;21.4;2.0;3.0;1.0
3257750;https://www.kv.ee/3257750;58.382491;26.7527511;Heas korras;350.0;47.7;3.0;5.0;2.0
3258177;https://www.kv.ee/3258177;58.4022637;26.717483;Heas korras;450.0;42.8;1.0;5.0;2.0
3259111;https://www.kv.ee/3259111;58.3784792;26.742656;Keskmine;600.0;55.4;3.0;5.0;3.0
3264605;https://www.kv.ee/3264605;58.3851443;26.7315369;Keskmine;250.0;26.8;1.0;2.0;1.0
3264865;https://www.kv.ee/3264865;58.3632628;26.7406397;Renoveeritud;299.0;25.0;;;1.0
3267236;https://www.kv.ee/3267236;58.3788707;26.74215;Keskmine;550.0;56.1;5.0;5.0;3.0
3274135;https://www.kv.ee/3274135;58.3856416;26.708972;Renoveeritud;300.0;16.0;;;1.0
3302723;https://www.kv.ee/3302723;58.3758622;26.7225019;Heas korras;370.0;26.6;3.0;4.0;1.0
3312544;https://www.kv.ee/3312544;58.3767779289165;26.71619379408278;Heas korras;485.0;59.0;4.0;4.0;2.0
3325410;https://www.kv.ee/3325410;58.3892193;26.7126617;Uus;650.0;48.3;;;2.0
3329422;https://www.kv.ee/3329422;58.3520846;26.6808361;Heas korras;180.0;12.0;2.0;3.0;1.0
3347316;https://www.kv.ee/3347316;58.3574849;26.7231071;Renoveeritud;240.0;16.6;2.0;5.0;1.0
3352499;https://www.kv.ee/3352499;58.3832881;26.7213756;Renoveeritud;350.0;26.8;;;1.0
3355360;https://www.kv.ee/3355360;58.3719493;26.6868377;Renoveeritud;350.0;35.0;2.0;2.0;2.0
3359462;https://www.kv.ee/3359462;58.368469;26.7097782;Heas korras;400.0;40.0;2.0;2.0;2.0
3364346;https://www.kv.ee/3364346;58.3837482;26.7141865;Heas korras;750.0;82.0;1.0;2.0;4.0
3365724;https://www.kv.ee/3365724;58.3808816;26.7363828;Heas korras;1500.0;108.3;2.0;4.0;4.0
3366045;https://www.kv.ee/3366045;58.3713036;26.7177444;Uus;375.0;16.5;2.0;3.0;1.0
3373147;https://www.kv.ee/3373147;58.362331;26.7332272;Heas korras;550.0;75.0;2.0;2.0;3.0
3387436;https://www.kv.ee/3387436;58.3667821;26.7633272;Uus;580.0;46.1;2.0;5.0;2.0
3387839;https://www.kv.ee/3387839;58.3813278;26.7213162;Heas korras;470.0;25.0;2.0;2.0;2.0
3392574;https://www.kv.ee/3392574;58.390554378492354;26.72597078144537;Renoveeritud;385.0;23.0;2.0;2.0;1.0
3416456;https://www.kv.ee/3416456;58.3834876;26.7322675;Heas korras;400.0;46.2;5.0;5.0;2.0
3420780;https://www.kv.ee/3420780;58.3853708;26.7100767;Renoveeritud;400.0;41.0;1.0;2.0;2.0
3420850;https://www.kv.ee/3420850;58.3828144;26.7067714;Renoveeritud;550.0;56.0;1.0;2.0;2.0
3427054;https://www.kv.ee/3427054;58.3812259;26.7586955;Uus;570.0;42.0;3.0;3.0;2.0
3428501;https://www.kv.ee/3428501;58.3571484;26.6895784;Uus;540.0;40.1;3.0;4.0;2.0
3439959;https://www.kv.ee/3439959;58.3755213;26.7283009;Renoveeritud;475.0;39.0;3.0;4.0;2.0
3445332;https://www.kv.ee/3445332;58.378129;26.6820792;Renoveeritud;400.0;49.1;3.0;5.0;2.0
3450236;https://www.kv.ee/3450236;58.3536465;26.6997085;Keskmine;170.0;15.0;;;1.0
3451649;https://www.kv.ee/3451649;58.3841043;26.7322013;Heas korras;600.0;60.0;2.0;3.0;2.0
3452467;https://www.kv.ee/3452467;58.3763707;26.754768;Heas korras;490.0;42.7;8.0;9.0;2.0
3452944;https://www.kv.ee/3452944;58.3827886;26.7211197;Heas korras;450.0;53.0;2.0;4.0;2.0
3453048;https://www.kv.ee/3453048;58.3899308;26.7271644;Heas korras;250.0;25.9;2.0;2.0;1.0
3458664;https://www.kv.ee/3458664;58.377114;26.7190742;Heas korras;410.0;37.0;1.0;4.0;2.0
3459949;https://www.kv.ee/3459949;58.3765415;26.73586;Heas korras;600.0;65.0;17.0;23.0;2.0
3466851;https://www.kv.ee/3466851;58.3710892517485;26.7711430262627;Renoveeritud;450.0;45.0;;;2.0
3478196;https://www.kv.ee/3478196;58.382277;26.695188;Heas korras;600.0;40.0;;;2.0
3483594;https://www.kv.ee/3483594;58.3751105;26.7331252;Keskmine;350.0;53.7;4.0;5.0;3.0
3489555;https://www.kv.ee/3489555;58.383379660425;26.719875229201;Valmis;515.0;30.4;3.0;4.0;1.0
3489940;https://www.kv.ee/3489940;58.376683;26.751842;Heas korras;430.0;45.5;4.0;5.0;2.0
3494282;https://www.kv.ee/3494282;58.36592762181779;26.77404491355837;Uus;70.0;66.4;;;3.0
3498469;https://www.kv.ee/3498469;58.3958662;26.75355;Uus;700.0;62.0;2.0;4.0;3.0
3500812;https://www.kv.ee/3500812;58.3943179;26.7213539;Renoveeritud;360.0;21.3;2.0;2.0;2.0
3506552;https://www.kv.ee/3506552;58.392779;26.724486;Renoveeritud;450.0;57.0;2.0;3.0;3.0
3509886;https://www.kv.ee/3509886;58.382457;26.760763;Uus;890.0;66.0;1.0;2.0;3.0
3509970;https://www.kv.ee/3509970;58.382457;26.760763;Uus;730.0;45.2;1.0;2.0;2.0
3531724;https://www.kv.ee/3531724;58.379284;26.714307;Renoveeritud;490.0;32.0;1.0;3.0;1.0
3533214;https://www.kv.ee/3533214;58.3737817;26.7326121;Renoveeritud;230.0;12.0;2.0;2.0;1.0
3541507;https://www.kv.ee/3541507;58.404869;26.7409289;Heas korras;470.0;48.6;2.0;3.0;2.0
3548272;https://www.kv.ee/3548272;58.3683621;26.7329511;Renoveeritud;380.0;20.0;;;1.0
3550447;https://www.kv.ee/3550447;58.3822291;26.7355093;Uus;440.0;15.6;1.0;4.0;1.0
3550464;https://www.kv.ee/3550464;58.3822291;26.7355093;Uus;495.0;20.0;3.0;4.0;2.0
3554079;https://www.kv.ee/3554079;58.382016;26.735732;Uus;460.0;15.1;4.0;4.0;1.0
3554437;https://www.kv.ee/3554437;58.382016;26.735732;Uus;450.0;13.8;4.0;4.0;1.0
3556112;https://www.kv.ee/3556112;58.371939;26.719129;Uus;720.0;39.0;6.0;8.0;2.0
3559661;https://www.kv.ee/3559661;58.3714827;26.718549;Uus;570.0;40.0;1.0;7.0;1.0
3564501;https://www.kv.ee/3564501;58.3621237;26.7293874;Heas korras;725.0;66.7;2.0;3.0;3.0
3566808;https://www.kv.ee/3566808;58.4075407;26.7454594;Uus;425.0;33.0;;;1.0
3568461;https://www.kv.ee/3568461;58.363536;26.730125;Heas korras;450.0;34.6;1.0;3.0;2.0
3572936;https://www.kv.ee/3572936;58.3809344;26.7455535;Heas korras;170.0;110.0;3.0;3.0;1.0
3575761;https://www.kv.ee/3575761;58.373861;26.723365;Heas korras;400.0;28.1;2.0;2.0;1.0
3576106;https://www.kv.ee/3576106;58.372418;26.710528;Renoveeritud;320.0;25.2;2.0;3.0;1.0
3583091;https://www.kv.ee/3583091;58.3739917;26.6900848;Heas korras;410.0;44.5;;;2.0
3585811;https://www.kv.ee/3585811;58.377973;26.722263;Heas korras;950.0;91.7;2.0;4.0;3.0
3585930;https://www.kv.ee/3585930;58.368145;26.725112;Renoveeritud;600.0;60.0;1.0;2.0;3.0
3587831;https://www.kv.ee/3587831;58.3676564;26.7378005;Heas korras;460.0;65.0;3.0;5.0;3.0
3594552;https://www.kv.ee/3594552;58.3679112;26.7470604;Uus;650.0;55.0;4.0;7.0;2.0
3594913;https://www.kv.ee/3594913;58.376541;26.735854;Heas korras;590.0;49.0;6.0;23.0;2.0
3598724;https://www.kv.ee/3598724;58.389811;26.720013;Renoveeritud;400.0;40.0;1.0;2.0;2.0
3598989;https://www.kv.ee/3598989;58.3984966;26.7504203;Uus;750.0;67.2;3.0;3.0;2.0
3602257;https://www.kv.ee/3602257;58.366242;26.729206;Renoveeritud;350.0;38.4;1.0;2.0;2.0
3602322;https://www.kv.ee/3602322;58.3786155;26.7242132;Heas korras;420.0;31.4;4.0;5.0;1.0
3605307;https://www.kv.ee/3605307;58.3912740109958;26.7267253036575;Heas korras;429.0;123.4;;;2.0
3606163;https://www.kv.ee/3606163;58.372011;26.718279;Uus;89.0;80.0;6.0;8.0;3.0
3610088;https://www.kv.ee/3610088;58.378039;26.721687;Uus;1400.0;77.3;;;2.0
3612200;https://www.kv.ee/3612200;58.381918;26.7582917;Heas korras;500.0;61.2;2.0;2.0;2.0
3612371;https://www.kv.ee/3612371;58.370362;26.73741;Uus;780.0;67.5;2.0;3.0;3.0
3614879;https://www.kv.ee/3614879;58.356562;26.728046;Renoveeritud;490.0;43.9;2.0;5.0;2.0
3620580;https://www.kv.ee/3620580;58.367719;26.758718;;580.0;45.5;2.0;6.0;2.0
3620939;https://www.kv.ee/3620939;58.372004;26.7006835;Uus;500.0;31.0;2.0;2.0;2.0
3647709;https://www.kv.ee/3647709;58.377858;26.720099;Uus;990.0;48.2;2.0;3.0;2.0
3651091;https://www.kv.ee/3651091;58.3713036;26.7177443;Heas korras;420.0;21.5;3.0;3.0;1.0
3655882;https://www.kv.ee/3655882;58.3492157;26.6858702;Uus;450.0;28.8;1.0;3.0;2.0
3657334;https://www.kv.ee/3657334;58.376406;26.718652;Renoveeritud;270.0;11.0;1.0;5.0;1.0
3659633;https://www.kv.ee/3659633;58.3701146;26.7751646;Heas korras;400.0;16.4;2.0;2.0;1.0
3661288;https://www.kv.ee/3661288;58.4047754;26.7422285;Uus;850.0;80.2;2.0;3.0;3.0
3662617;https://www.kv.ee/3662617;58.378129;26.6820792;Heas korras;410.0;33.5;1.0;5.0;1.0
3663003;https://www.kv.ee/3663003;58.3734717;26.71022;Heas korras;350.0;25.6;1.0;2.0;1.0
3664273;https://www.kv.ee/3664273;58.362127;26.729212;Heas korras;860.0;78.0;1.0;3.0;3.0
3664300;https://www.kv.ee/3664300;58.38271;26.71671;Heas korras;280.0;22.0;2.0;2.0;1.0
3667956;https://www.kv.ee/3667956;58.3843035;26.7113397;Renoveeritud;600.0;75.0;2.0;2.0;2.0
3674128;https://www.kv.ee/3674128;58.3632726658737;26.7219572682007;Heas korras;300.0;39.2;2.0;2.0;2.0
3676002;https://www.kv.ee/3676002;58.38353479999999;26.7362352;Heas korras;600.0;41.5;5.0;5.0;2.0
3676672;https://www.kv.ee/3676672;58.35790799999999;26.723279;Keskmine;280.0;35.0;5.0;5.0;2.0
3677787;https://www.kv.ee/3677787;58.378416300526;26.766061563154;Valmis;270.0;35.5;;;1.0
3680614;https://www.kv.ee/3680614;58.369319;26.726092;San. remont tehtud;300.0;26.7;1.0;2.0;1.0
3685866;https://www.kv.ee/3685866;58.36241;26.736535;Uus;490.0;47.2;1.0;5.0;2.0
3693517;https://www.kv.ee/3693517;58.38971180000001;26.7352134;Uus;2000.0;127.1;;;4.0
3696170;https://www.kv.ee/3696170;58.356310715532;26.727113612209;Renoveeritud;395.0;43.7;5.0;5.0;2.0
3696590;https://www.kv.ee/3696590;58.381284949489;26.722680042328;Renoveeritud;1450.0;125.1;3.0;3.0;3.0
3699032;https://www.kv.ee/3699032;58.3714605;26.732889;Renoveeritud;950.0;87.8;2.0;2.0;3.0
3700503;https://www.kv.ee/3700503;58.382422;26.75366;Heas korras;400.0;46.8;4.0;5.0;2.0
3705758;https://www.kv.ee/3705758;58.385693;26.715041;Heas korras;500.0;59.0;1.0;4.0;3.0
3708712;https://www.kv.ee/3708712;58.376312;26.7184708;Keskmine;200.0;10.9;4.0;5.0;1.0
3709837;https://www.kv.ee/3709837;58.4062303;26.7454854;Uus;690.0;65.9;4.0;4.0;3.0
3713221;https://www.kv.ee/3713221;58.371341;26.768666;Heas korras;400.0;33.7;2.0;5.0;2.0
3716817;https://www.kv.ee/3716817;58.37796969999999;26.7222553;Heas korras;750.0;61.7;2.0;4.0;2.0
3720506;https://www.kv.ee/3720506;58.3820005;26.7316264;Uus;390.0;18.0;2.0;6.0;1.0
3723707;https://www.kv.ee/3723707;58.37587139999999;26.7310259;Keskmine;490.0;67.0;3.0;3.0;3.0
3723709;https://www.kv.ee/3723709;58.375798;26.730682;Keskmine;550.0;67.0;3.0;3.0;3.0
3725676;https://www.kv.ee/3725676;58.374456;26.753858;Heas korras;425.0;47.4;4.0;5.0;2.0
3726515;https://www.kv.ee/3726515;58.377494;26.749648;Keskmine;375.0;45.8;5.0;5.0;2.0
3726986;https://www.kv.ee/3726986;58.359075;26.737866;Uus;534.0;22.1;2.0;4.0;1.0
3727886;https://www.kv.ee/3727886;58.371019;26.718835;Vajab renoveerimist;225.0;29.5;3.0;3.0;2.0
3731329;https://www.kv.ee/3731329;58.36376050000001;26.7396016;Heas korras;550.0;35.8;2.0;3.0;2.0
3733522;https://www.kv.ee/3733522;58.38333;26.72136;Keskmine;350.0;28.0;;;1.0
3733957;https://www.kv.ee/3733957;58.378169;26.71222;Renoveeritud;500.0;50.3;3.0;4.0;2.0
3734970;https://www.kv.ee/3734970;58.350761;26.680864;Heas korras;480.0;30.0;2.0;4.0;1.0
3739932;https://www.kv.ee/3739932;58.389384;26.728656;Renoveeritud;490.0;57.4;2.0;4.0;2.0
3740005;https://www.kv.ee/3740005;58.37239;26.760453;Heas korras;400.0;38.0;3.0;5.0;2.0
3740445;https://www.kv.ee/3740445;58.383321;26.721359;Renoveeritud;700.0;69.2;3.0;5.0;3.0
3741332;https://www.kv.ee/3741332;58.382173;26.738499;Vajab san. remonti;315.0;35.8;3.0;5.0;2.0
3744976;https://www.kv.ee/3744976;58.379768;26.762502;Uus;700.0;59.9;2.0;7.0;3.0
3752190;https://www.kv.ee/3752190;58.401104;26.7278901;Uus;750.0;48.1;1.0;3.0;2.0
3753900;https://www.kv.ee/3753900;58.3740021;26.7745862;Heas korras;300.0;30.3;5.0;9.0;1.0
3754052;https://www.kv.ee/3754052;58.381931;26.720807;Heas korras;625.0;67.4;3.0;4.0;2.0
3755594;https://www.kv.ee/3755594;58.380548;26.73129;Heas korras;1000.0;105.2;9.0;9.0;3.0
3756834;https://www.kv.ee/3756834;58.3782501;26.7204448;Valmis;490.0;37.0;1.0;2.0;2.0
3756953;https://www.kv.ee/3756953;58.392344;26.721321;Keskmine;140.0;16.0;1.0;2.0;1.0
3757442;https://www.kv.ee/3757442;58.357759;26.727147;Keskmine;545.0;58.6;4.0;7.0;3.0
3757493;https://www.kv.ee/3757493;58.373299;26.723202;Keskmine;160.0;20.0;2.0;2.0;1.0
3757951;https://www.kv.ee/3757951;58.3580281;26.7277479;Heas korras;400.0;45.9;4.0;5.0;2.0
3758616;https://www.kv.ee/3758616;58.37542;26.724443;Keskmine;450.0;71.1;3.0;4.0;2.0
3759073;https://www.kv.ee/3759073;58.37367569999999;26.7327686;Renoveeritud;375.0;18.0;1.0;2.0;1.0
3759229;https://www.kv.ee/3759229;58.383286;26.741905;Renoveeritud;240.0;16.0;1.0;2.0;1.0
3760338;https://www.kv.ee/3760338;58.3857963;26.75395;Uus;530.0;38.1;4.0;4.0;2.0
3760370;https://www.kv.ee/3760370;58.3857963;26.75395;Uus;530.0;38.1;4.0;4.0;2.0
3761112;https://www.kv.ee/3761112;58.3872565;26.7120914;Heas korras;690.0;63.5;3.0;3.0;2.0
3761194;https://www.kv.ee/3761194;58.381954;26.708747;Heas korras;800.0;78.8;2.0;2.0;3.0
3761522;https://www.kv.ee/3761522;58.35691480000001;26.6990045;Keskmine;140.0;20.0;2.0;2.0;1.0
3763417;https://www.kv.ee/3763417;58.366556;26.734258;Uus;1200.0;87.1;1.0;3.0;3.0
3763597;https://www.kv.ee/3763597;58.3864205;26.7237415;Heas korras;650.0;54.6;3.0;3.0;3.0
3763928;https://www.kv.ee/3763928;58.3713036;26.7177443;Heas korras;355.0;18.0;2.0;3.0;1.0
3764917;https://www.kv.ee/3764917;58.382228;26.7355384;Uus;525.0;21.4;1.0;4.0;1.0
3765048;https://www.kv.ee/3765048;58.381931;26.720807;Heas korras;600.0;50.5;4.0;4.0;2.0
3765960;https://www.kv.ee/3765960;58.371014;26.681277;Heas korras;230.0;33.0;;;1.0
3766363;https://www.kv.ee/3766363;58.376776842749;26.748540026767;Heas korras;395.0;38.5;4.0;5.0;2.0
3766400;https://www.kv.ee/3766400;58.377474;26.682624;Keskmine;450.0;66.0;5.0;5.0;3.0
3766622;https://www.kv.ee/3766622;58.380521;26.722888;Renoveeritud;195.0;15.0;4.0;4.0;1.0
3766826;https://www.kv.ee/3766826;58.3817297;26.7311492;Uus;440.0;17.2;;;1.0
3766916;https://www.kv.ee/3766916;58.3759662;26.711329;San. remont tehtud;550.0;57.8;1.0;1.0;2.0
3766958;https://www.kv.ee/3766958;58.3754612;26.7144334;Vajab san. remonti;290.0;38.1;2.0;5.0;2.0
3767544;https://www.kv.ee/3767544;58.376438;26.686154;Heas korras;590.0;54.2;3.0;5.0;2.0
3767601;https://www.kv.ee/3767601;58.3564885;26.6921283;Uus;375.0;29.7;1.0;3.0;1.0
3768474;https://www.kv.ee/3768474;58.382228;26.7355384;Uus;545.0;20.0;2.0;4.0;2.0
3768751;https://www.kv.ee/3768751;58.382773;26.713755;Uus;500.0;60.9;1.0;4.0;1.0
3769148;https://www.kv.ee/3769148;58.37634;26.728055;Keskmine;450.0;49.5;4.0;4.0;3.0
3769568;https://www.kv.ee/3769568;58.379492903613;26.743671562704;Valmis;220.0;12.0;5.0;5.0;1.0
3770989;https://www.kv.ee/3770989;58.373299;26.723202;Keskmine;280.0;35.0;1.0;2.0;1.0
3771008;https://www.kv.ee/3771008;58.3861187;26.6920146;Heas korras;380.0;49.0;5.0;5.0;2.0
3771066;https://www.kv.ee/3771066;58.368337;26.772927;Renoveeritud;410.0;48.8;4.0;5.0;2.0
3771391;https://www.kv.ee/3771391;58.3770689;26.7135801;Heas korras;1300.0;107.5;3.0;3.0;3.0
3771633;https://www.kv.ee/3771633;58.37634;26.728055;Uus;580.0;40.0;2.0;4.0;2.0
3771842;https://www.kv.ee/3771842;58.349437;26.682267;Heas korras;540.0;35.1;3.0;4.0;2.0
3772293;https://www.kv.ee/3772293;58.37918;26.748154;Uus;400.0;28.0;2.0;2.0;2.0
3772295;https://www.kv.ee/3772295;58.37918;26.748154;Uus;420.0;34.0;2.0;2.0;2.0
3772384;https://www.kv.ee/3772384;58.372;26.714567;Heas korras;435.0;28.0;1.0;3.0;1.0
3772393;https://www.kv.ee/3772393;58.372;26.714567;Heas korras;465.0;32.6;1.0;3.0;1.0
3772488;https://www.kv.ee/3772488;58.361749;26.734244;Renoveeritud;325.0;35.1;1.0;2.0;2.0
3772535;https://www.kv.ee/3772535;58.370206;26.721988;Heas korras;450.0;43.5;1.0;2.0;2.0
3772538;https://www.kv.ee/3772538;58.3769503;26.7044491;Renoveeritud;760.0;64.0;;;3.0
3772633;https://www.kv.ee/3772633;58.372;26.714567;Heas korras;500.0;40.8;1.0;3.0;2.0
3772726;https://www.kv.ee/3772726;58.372;26.714567;Heas korras;390.0;28.0;1.0;3.0;1.0
3772731;https://www.kv.ee/3772731;58.372;26.714567;Heas korras;420.0;24.8;1.0;3.0;1.0
3772752;https://www.kv.ee/3772752;58.373524;26.76244;Heas korras;550.0;63.0;5.0;5.0;3.0
3772829;https://www.kv.ee/3772829;58.377846;26.744543;Heas korras;450.0;65.9;1.0;5.0;3.0
3772840;https://www.kv.ee/3772840;58.376953;26.748904;Keskmine;420.0;60.3;3.0;5.0;3.0
3773441;https://www.kv.ee/3773441;58.400119822099;26.72183520195;Keskmine;365.0;50.0;1.0;2.0;2.0
3773531;https://www.kv.ee/3773531;58.3725466;26.6916219;Uus;450.0;31.0;1.0;2.0;2.0
3774163;https://www.kv.ee/3774163;58.361095;26.690644;Heas korras;450.0;36.0;2.0;2.0;2.0
3774254;https://www.kv.ee/3774254;58.373386;26.720369;Uus;365.0;12.4;4.0;5.0;1.0
3774344;https://www.kv.ee/3774344;58.377115;26.710667;Heas korras;850.0;105.0;2.0;2.0;4.0
3774650;https://www.kv.ee/3774650;58.38240122363386;26.736646435921084;Heas korras;400.0;63.0;5.0;5.0;3.0
3774923;https://www.kv.ee/3774923;58.3753535;26.7230208;Heas korras;555.0;39.8;1.0;4.0;2.0
3775238;https://www.kv.ee/3775238;58.38377449999999;26.7147248;Keskmine;1350.0;122.5;3.0;3.0;6.0
3775378;https://www.kv.ee/3775378;58.377983;26.7290383;Valmis;260.0;29.1;1.0;1.0;1.0
